"","Time","diaryday","av","n","tot","SharePerHour","SEX"
"10391",253,"4","Miscellaneous",398,2243,17.74,"girls"
"10392",253,"4","Nonsocial leisure",5,2243,0.22,"girls"
"10393",253,"4","Paid work",2,2243,0.09,"girls"
"10394",253,"4","Personal care",1814,2243,80.87,"girls"
"10395",253,"4","Religion and volunteering",1,2243,0.04,"girls"
"10396",253,"4","School / Study",1,2243,0.04,"girls"
"10397",253,"4","Social leisure",2,2243,0.09,"girls"
"10398",253,"4","TV/radio",7,2243,0.31,"girls"
"10399",254,"1","Cultural leisure",1,2243,0.04,"girls"
"10400",254,"1","Domestic work",4,2243,0.18,"girls"
"10401",254,"1","Eat drink",3,2243,0.13,"girls"
"10402",254,"1","Miscellaneous",333,2243,14.85,"girls"
"10403",254,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10404",254,"1","Paid work",2,2243,0.09,"girls"
"10405",254,"1","Personal care",1888,2243,84.17,"girls"
"10406",254,"1","Religion and volunteering",1,2243,0.04,"girls"
"10407",254,"1","Social leisure",7,2243,0.31,"girls"
"10408",254,"1","TV/radio",1,2243,0.04,"girls"
"10409",254,"2","Cultural leisure",7,2243,0.31,"girls"
"10410",254,"2","Domestic work",2,2243,0.09,"girls"
"10411",254,"2","Eat drink",8,2243,0.36,"girls"
"10412",254,"2","Miscellaneous",391,2243,17.43,"girls"
"10413",254,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10414",254,"2","Paid work",1,2243,0.04,"girls"
"10415",254,"2","Personal care",1807,2243,80.56,"girls"
"10416",254,"2","Religion and volunteering",1,2243,0.04,"girls"
"10417",254,"2","Social leisure",11,2243,0.49,"girls"
"10418",254,"2","Sport exercise",1,2243,0.04,"girls"
"10419",254,"2","TV/radio",6,2243,0.27,"girls"
"10420",254,"3","Cultural leisure",2,2243,0.09,"girls"
"10421",254,"3","Domestic work",3,2243,0.13,"girls"
"10422",254,"3","Eat drink",12,2243,0.53,"girls"
"10423",254,"3","Miscellaneous",459,2243,20.46,"girls"
"10424",254,"3","Nonsocial leisure",9,2243,0.4,"girls"
"10425",254,"3","Paid work",2,2243,0.09,"girls"
"10426",254,"3","Personal care",1730,2243,77.13,"girls"
"10427",254,"3","Social leisure",19,2243,0.85,"girls"
"10428",254,"3","Sport exercise",2,2243,0.09,"girls"
"10429",254,"3","TV/radio",5,2243,0.22,"girls"
"10430",254,"4","Cultural leisure",3,2243,0.13,"girls"
"10431",254,"4","Domestic work",2,2243,0.09,"girls"
"10432",254,"4","Eat drink",8,2243,0.36,"girls"
"10433",254,"4","Miscellaneous",398,2243,17.74,"girls"
"10434",254,"4","Nonsocial leisure",5,2243,0.22,"girls"
"10435",254,"4","Paid work",2,2243,0.09,"girls"
"10436",254,"4","Personal care",1814,2243,80.87,"girls"
"10437",254,"4","Religion and volunteering",1,2243,0.04,"girls"
"10438",254,"4","School / Study",1,2243,0.04,"girls"
"10439",254,"4","Social leisure",2,2243,0.09,"girls"
"10440",254,"4","TV/radio",7,2243,0.31,"girls"
"10441",255,"1","Cultural leisure",1,2243,0.04,"girls"
"10442",255,"1","Domestic work",4,2243,0.18,"girls"
"10443",255,"1","Eat drink",3,2243,0.13,"girls"
"10444",255,"1","Miscellaneous",333,2243,14.85,"girls"
"10445",255,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10446",255,"1","Paid work",2,2243,0.09,"girls"
"10447",255,"1","Personal care",1888,2243,84.17,"girls"
"10448",255,"1","Religion and volunteering",1,2243,0.04,"girls"
"10449",255,"1","Social leisure",7,2243,0.31,"girls"
"10450",255,"1","TV/radio",1,2243,0.04,"girls"
"10451",255,"2","Cultural leisure",7,2243,0.31,"girls"
"10452",255,"2","Domestic work",2,2243,0.09,"girls"
"10453",255,"2","Eat drink",8,2243,0.36,"girls"
"10454",255,"2","Miscellaneous",391,2243,17.43,"girls"
"10455",255,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10456",255,"2","Paid work",1,2243,0.04,"girls"
"10457",255,"2","Personal care",1807,2243,80.56,"girls"
"10458",255,"2","Religion and volunteering",1,2243,0.04,"girls"
"10459",255,"2","Social leisure",11,2243,0.49,"girls"
"10460",255,"2","Sport exercise",1,2243,0.04,"girls"
"10461",255,"2","TV/radio",6,2243,0.27,"girls"
"10462",255,"3","Cultural leisure",2,2243,0.09,"girls"
"10463",255,"3","Domestic work",3,2243,0.13,"girls"
"10464",255,"3","Eat drink",12,2243,0.53,"girls"
"10465",255,"3","Miscellaneous",459,2243,20.46,"girls"
"10466",255,"3","Nonsocial leisure",9,2243,0.4,"girls"
"10467",255,"3","Paid work",2,2243,0.09,"girls"
"10468",255,"3","Personal care",1730,2243,77.13,"girls"
"10469",255,"3","Social leisure",19,2243,0.85,"girls"
"10470",255,"3","Sport exercise",2,2243,0.09,"girls"
"10471",255,"3","TV/radio",5,2243,0.22,"girls"
"10472",255,"4","Cultural leisure",3,2243,0.13,"girls"
"10473",255,"4","Domestic work",2,2243,0.09,"girls"
"10474",255,"4","Eat drink",8,2243,0.36,"girls"
"10475",255,"4","Miscellaneous",398,2243,17.74,"girls"
"10476",255,"4","Nonsocial leisure",5,2243,0.22,"girls"
"10477",255,"4","Paid work",2,2243,0.09,"girls"
"10478",255,"4","Personal care",1814,2243,80.87,"girls"
"10479",255,"4","Religion and volunteering",1,2243,0.04,"girls"
"10480",255,"4","School / Study",1,2243,0.04,"girls"
"10481",255,"4","Social leisure",2,2243,0.09,"girls"
"10482",255,"4","TV/radio",7,2243,0.31,"girls"
"10483",256,"1","Cultural leisure",1,2243,0.04,"girls"
"10484",256,"1","Domestic work",4,2243,0.18,"girls"
"10485",256,"1","Eat drink",3,2243,0.13,"girls"
"10486",256,"1","Miscellaneous",333,2243,14.85,"girls"
"10487",256,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10488",256,"1","Paid work",2,2243,0.09,"girls"
"10489",256,"1","Personal care",1888,2243,84.17,"girls"
"10490",256,"1","Religion and volunteering",1,2243,0.04,"girls"
"10491",256,"1","Social leisure",7,2243,0.31,"girls"
"10492",256,"1","TV/radio",1,2243,0.04,"girls"
"10493",256,"2","Cultural leisure",7,2243,0.31,"girls"
"10494",256,"2","Domestic work",2,2243,0.09,"girls"
"10495",256,"2","Eat drink",8,2243,0.36,"girls"
"10496",256,"2","Miscellaneous",391,2243,17.43,"girls"
"10497",256,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10498",256,"2","Paid work",1,2243,0.04,"girls"
"10499",256,"2","Personal care",1807,2243,80.56,"girls"
"10500",256,"2","Religion and volunteering",1,2243,0.04,"girls"
"10501",256,"2","Social leisure",11,2243,0.49,"girls"
"10502",256,"2","Sport exercise",1,2243,0.04,"girls"
"10503",256,"2","TV/radio",6,2243,0.27,"girls"
"10504",256,"3","Cultural leisure",2,2243,0.09,"girls"
"10505",256,"3","Domestic work",3,2243,0.13,"girls"
"10506",256,"3","Eat drink",12,2243,0.53,"girls"
"10507",256,"3","Miscellaneous",460,2243,20.51,"girls"
"10508",256,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10509",256,"3","Paid work",2,2243,0.09,"girls"
"10510",256,"3","Personal care",1730,2243,77.13,"girls"
"10511",256,"3","Social leisure",19,2243,0.85,"girls"
"10512",256,"3","Sport exercise",2,2243,0.09,"girls"
"10513",256,"3","TV/radio",5,2243,0.22,"girls"
"10514",256,"4","Cultural leisure",3,2243,0.13,"girls"
"10515",256,"4","Domestic work",2,2243,0.09,"girls"
"10516",256,"4","Eat drink",8,2243,0.36,"girls"
"10517",256,"4","Miscellaneous",399,2243,17.79,"girls"
"10518",256,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10519",256,"4","Paid work",2,2243,0.09,"girls"
"10520",256,"4","Personal care",1814,2243,80.87,"girls"
"10521",256,"4","Religion and volunteering",1,2243,0.04,"girls"
"10522",256,"4","School / Study",1,2243,0.04,"girls"
"10523",256,"4","Social leisure",2,2243,0.09,"girls"
"10524",256,"4","TV/radio",7,2243,0.31,"girls"
"10525",257,"1","Cultural leisure",1,2243,0.04,"girls"
"10526",257,"1","Domestic work",4,2243,0.18,"girls"
"10527",257,"1","Eat drink",3,2243,0.13,"girls"
"10528",257,"1","Miscellaneous",333,2243,14.85,"girls"
"10529",257,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10530",257,"1","Paid work",2,2243,0.09,"girls"
"10531",257,"1","Personal care",1888,2243,84.17,"girls"
"10532",257,"1","Religion and volunteering",1,2243,0.04,"girls"
"10533",257,"1","Social leisure",7,2243,0.31,"girls"
"10534",257,"1","TV/radio",1,2243,0.04,"girls"
"10535",257,"2","Cultural leisure",7,2243,0.31,"girls"
"10536",257,"2","Domestic work",2,2243,0.09,"girls"
"10537",257,"2","Eat drink",8,2243,0.36,"girls"
"10538",257,"2","Miscellaneous",391,2243,17.43,"girls"
"10539",257,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10540",257,"2","Paid work",1,2243,0.04,"girls"
"10541",257,"2","Personal care",1807,2243,80.56,"girls"
"10542",257,"2","Religion and volunteering",1,2243,0.04,"girls"
"10543",257,"2","Social leisure",11,2243,0.49,"girls"
"10544",257,"2","Sport exercise",1,2243,0.04,"girls"
"10545",257,"2","TV/radio",6,2243,0.27,"girls"
"10546",257,"3","Cultural leisure",2,2243,0.09,"girls"
"10547",257,"3","Domestic work",3,2243,0.13,"girls"
"10548",257,"3","Eat drink",12,2243,0.53,"girls"
"10549",257,"3","Miscellaneous",460,2243,20.51,"girls"
"10550",257,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10551",257,"3","Paid work",2,2243,0.09,"girls"
"10552",257,"3","Personal care",1730,2243,77.13,"girls"
"10553",257,"3","Social leisure",19,2243,0.85,"girls"
"10554",257,"3","Sport exercise",2,2243,0.09,"girls"
"10555",257,"3","TV/radio",5,2243,0.22,"girls"
"10556",257,"4","Cultural leisure",3,2243,0.13,"girls"
"10557",257,"4","Domestic work",2,2243,0.09,"girls"
"10558",257,"4","Eat drink",8,2243,0.36,"girls"
"10559",257,"4","Miscellaneous",399,2243,17.79,"girls"
"10560",257,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10561",257,"4","Paid work",2,2243,0.09,"girls"
"10562",257,"4","Personal care",1814,2243,80.87,"girls"
"10563",257,"4","Religion and volunteering",1,2243,0.04,"girls"
"10564",257,"4","School / Study",1,2243,0.04,"girls"
"10565",257,"4","Social leisure",2,2243,0.09,"girls"
"10566",257,"4","TV/radio",7,2243,0.31,"girls"
"10567",258,"1","Cultural leisure",1,2243,0.04,"girls"
"10568",258,"1","Domestic work",4,2243,0.18,"girls"
"10569",258,"1","Eat drink",3,2243,0.13,"girls"
"10570",258,"1","Miscellaneous",333,2243,14.85,"girls"
"10571",258,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10572",258,"1","Paid work",2,2243,0.09,"girls"
"10573",258,"1","Personal care",1888,2243,84.17,"girls"
"10574",258,"1","Religion and volunteering",1,2243,0.04,"girls"
"10575",258,"1","Social leisure",7,2243,0.31,"girls"
"10576",258,"1","TV/radio",1,2243,0.04,"girls"
"10577",258,"2","Cultural leisure",7,2243,0.31,"girls"
"10578",258,"2","Domestic work",2,2243,0.09,"girls"
"10579",258,"2","Eat drink",8,2243,0.36,"girls"
"10580",258,"2","Miscellaneous",391,2243,17.43,"girls"
"10581",258,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10582",258,"2","Paid work",1,2243,0.04,"girls"
"10583",258,"2","Personal care",1807,2243,80.56,"girls"
"10584",258,"2","Religion and volunteering",1,2243,0.04,"girls"
"10585",258,"2","Social leisure",11,2243,0.49,"girls"
"10586",258,"2","Sport exercise",1,2243,0.04,"girls"
"10587",258,"2","TV/radio",6,2243,0.27,"girls"
"10588",258,"3","Cultural leisure",2,2243,0.09,"girls"
"10589",258,"3","Domestic work",3,2243,0.13,"girls"
"10590",258,"3","Eat drink",12,2243,0.53,"girls"
"10591",258,"3","Miscellaneous",460,2243,20.51,"girls"
"10592",258,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10593",258,"3","Paid work",2,2243,0.09,"girls"
"10594",258,"3","Personal care",1730,2243,77.13,"girls"
"10595",258,"3","Social leisure",19,2243,0.85,"girls"
"10596",258,"3","Sport exercise",2,2243,0.09,"girls"
"10597",258,"3","TV/radio",5,2243,0.22,"girls"
"10598",258,"4","Cultural leisure",3,2243,0.13,"girls"
"10599",258,"4","Domestic work",2,2243,0.09,"girls"
"10600",258,"4","Eat drink",8,2243,0.36,"girls"
"10601",258,"4","Miscellaneous",399,2243,17.79,"girls"
"10602",258,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10603",258,"4","Paid work",2,2243,0.09,"girls"
"10604",258,"4","Personal care",1814,2243,80.87,"girls"
"10605",258,"4","Religion and volunteering",1,2243,0.04,"girls"
"10606",258,"4","School / Study",1,2243,0.04,"girls"
"10607",258,"4","Social leisure",2,2243,0.09,"girls"
"10608",258,"4","TV/radio",7,2243,0.31,"girls"
"10609",259,"1","Cultural leisure",1,2243,0.04,"girls"
"10610",259,"1","Domestic work",4,2243,0.18,"girls"
"10611",259,"1","Eat drink",3,2243,0.13,"girls"
"10612",259,"1","Miscellaneous",333,2243,14.85,"girls"
"10613",259,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10614",259,"1","Paid work",2,2243,0.09,"girls"
"10615",259,"1","Personal care",1888,2243,84.17,"girls"
"10616",259,"1","Religion and volunteering",1,2243,0.04,"girls"
"10617",259,"1","Social leisure",7,2243,0.31,"girls"
"10618",259,"1","TV/radio",1,2243,0.04,"girls"
"10619",259,"2","Cultural leisure",7,2243,0.31,"girls"
"10620",259,"2","Domestic work",2,2243,0.09,"girls"
"10621",259,"2","Eat drink",8,2243,0.36,"girls"
"10622",259,"2","Miscellaneous",391,2243,17.43,"girls"
"10623",259,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10624",259,"2","Paid work",1,2243,0.04,"girls"
"10625",259,"2","Personal care",1807,2243,80.56,"girls"
"10626",259,"2","Religion and volunteering",1,2243,0.04,"girls"
"10627",259,"2","Social leisure",11,2243,0.49,"girls"
"10628",259,"2","Sport exercise",1,2243,0.04,"girls"
"10629",259,"2","TV/radio",6,2243,0.27,"girls"
"10630",259,"3","Cultural leisure",2,2243,0.09,"girls"
"10631",259,"3","Domestic work",2,2243,0.09,"girls"
"10632",259,"3","Eat drink",12,2243,0.53,"girls"
"10633",259,"3","Miscellaneous",460,2243,20.51,"girls"
"10634",259,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10635",259,"3","Paid work",2,2243,0.09,"girls"
"10636",259,"3","Personal care",1731,2243,77.17,"girls"
"10637",259,"3","Social leisure",19,2243,0.85,"girls"
"10638",259,"3","Sport exercise",2,2243,0.09,"girls"
"10639",259,"3","TV/radio",5,2243,0.22,"girls"
"10640",259,"4","Cultural leisure",3,2243,0.13,"girls"
"10641",259,"4","Domestic work",2,2243,0.09,"girls"
"10642",259,"4","Eat drink",8,2243,0.36,"girls"
"10643",259,"4","Miscellaneous",399,2243,17.79,"girls"
"10644",259,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10645",259,"4","Paid work",2,2243,0.09,"girls"
"10646",259,"4","Personal care",1814,2243,80.87,"girls"
"10647",259,"4","Religion and volunteering",1,2243,0.04,"girls"
"10648",259,"4","School / Study",1,2243,0.04,"girls"
"10649",259,"4","Social leisure",2,2243,0.09,"girls"
"10650",259,"4","TV/radio",7,2243,0.31,"girls"
"10651",260,"1","Cultural leisure",1,2243,0.04,"girls"
"10652",260,"1","Domestic work",4,2243,0.18,"girls"
"10653",260,"1","Eat drink",3,2243,0.13,"girls"
"10654",260,"1","Miscellaneous",333,2243,14.85,"girls"
"10655",260,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10656",260,"1","Paid work",2,2243,0.09,"girls"
"10657",260,"1","Personal care",1888,2243,84.17,"girls"
"10658",260,"1","Religion and volunteering",1,2243,0.04,"girls"
"10659",260,"1","Social leisure",7,2243,0.31,"girls"
"10660",260,"1","TV/radio",1,2243,0.04,"girls"
"10661",260,"2","Cultural leisure",7,2243,0.31,"girls"
"10662",260,"2","Domestic work",2,2243,0.09,"girls"
"10663",260,"2","Eat drink",8,2243,0.36,"girls"
"10664",260,"2","Miscellaneous",391,2243,17.43,"girls"
"10665",260,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10666",260,"2","Paid work",1,2243,0.04,"girls"
"10667",260,"2","Personal care",1807,2243,80.56,"girls"
"10668",260,"2","Religion and volunteering",1,2243,0.04,"girls"
"10669",260,"2","Social leisure",11,2243,0.49,"girls"
"10670",260,"2","Sport exercise",1,2243,0.04,"girls"
"10671",260,"2","TV/radio",6,2243,0.27,"girls"
"10672",260,"3","Cultural leisure",2,2243,0.09,"girls"
"10673",260,"3","Domestic work",2,2243,0.09,"girls"
"10674",260,"3","Eat drink",12,2243,0.53,"girls"
"10675",260,"3","Miscellaneous",460,2243,20.51,"girls"
"10676",260,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10677",260,"3","Paid work",2,2243,0.09,"girls"
"10678",260,"3","Personal care",1731,2243,77.17,"girls"
"10679",260,"3","Social leisure",19,2243,0.85,"girls"
"10680",260,"3","Sport exercise",2,2243,0.09,"girls"
"10681",260,"3","TV/radio",5,2243,0.22,"girls"
"10682",260,"4","Cultural leisure",3,2243,0.13,"girls"
"10683",260,"4","Domestic work",2,2243,0.09,"girls"
"10684",260,"4","Eat drink",8,2243,0.36,"girls"
"10685",260,"4","Miscellaneous",399,2243,17.79,"girls"
"10686",260,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10687",260,"4","Paid work",2,2243,0.09,"girls"
"10688",260,"4","Personal care",1814,2243,80.87,"girls"
"10689",260,"4","Religion and volunteering",1,2243,0.04,"girls"
"10690",260,"4","School / Study",1,2243,0.04,"girls"
"10691",260,"4","Social leisure",2,2243,0.09,"girls"
"10692",260,"4","TV/radio",7,2243,0.31,"girls"
"10693",261,"1","Cultural leisure",1,2243,0.04,"girls"
"10694",261,"1","Domestic work",4,2243,0.18,"girls"
"10695",261,"1","Eat drink",3,2243,0.13,"girls"
"10696",261,"1","Miscellaneous",333,2243,14.85,"girls"
"10697",261,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10698",261,"1","Paid work",2,2243,0.09,"girls"
"10699",261,"1","Personal care",1888,2243,84.17,"girls"
"10700",261,"1","Religion and volunteering",1,2243,0.04,"girls"
"10701",261,"1","Social leisure",7,2243,0.31,"girls"
"10702",261,"1","TV/radio",1,2243,0.04,"girls"
"10703",261,"2","Cultural leisure",7,2243,0.31,"girls"
"10704",261,"2","Domestic work",2,2243,0.09,"girls"
"10705",261,"2","Eat drink",8,2243,0.36,"girls"
"10706",261,"2","Miscellaneous",391,2243,17.43,"girls"
"10707",261,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10708",261,"2","Paid work",1,2243,0.04,"girls"
"10709",261,"2","Personal care",1807,2243,80.56,"girls"
"10710",261,"2","Religion and volunteering",1,2243,0.04,"girls"
"10711",261,"2","Social leisure",11,2243,0.49,"girls"
"10712",261,"2","Sport exercise",1,2243,0.04,"girls"
"10713",261,"2","TV/radio",6,2243,0.27,"girls"
"10714",261,"3","Cultural leisure",2,2243,0.09,"girls"
"10715",261,"3","Domestic work",2,2243,0.09,"girls"
"10716",261,"3","Eat drink",12,2243,0.53,"girls"
"10717",261,"3","Miscellaneous",459,2243,20.46,"girls"
"10718",261,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10719",261,"3","Paid work",2,2243,0.09,"girls"
"10720",261,"3","Personal care",1732,2243,77.22,"girls"
"10721",261,"3","Social leisure",19,2243,0.85,"girls"
"10722",261,"3","Sport exercise",2,2243,0.09,"girls"
"10723",261,"3","TV/radio",5,2243,0.22,"girls"
"10724",261,"4","Cultural leisure",3,2243,0.13,"girls"
"10725",261,"4","Domestic work",2,2243,0.09,"girls"
"10726",261,"4","Eat drink",8,2243,0.36,"girls"
"10727",261,"4","Miscellaneous",398,2243,17.74,"girls"
"10728",261,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10729",261,"4","Paid work",2,2243,0.09,"girls"
"10730",261,"4","Personal care",1815,2243,80.92,"girls"
"10731",261,"4","Religion and volunteering",1,2243,0.04,"girls"
"10732",261,"4","School / Study",1,2243,0.04,"girls"
"10733",261,"4","Social leisure",2,2243,0.09,"girls"
"10734",261,"4","TV/radio",7,2243,0.31,"girls"
"10735",262,"1","Cultural leisure",1,2243,0.04,"girls"
"10736",262,"1","Domestic work",4,2243,0.18,"girls"
"10737",262,"1","Eat drink",3,2243,0.13,"girls"
"10738",262,"1","Miscellaneous",333,2243,14.85,"girls"
"10739",262,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10740",262,"1","Paid work",2,2243,0.09,"girls"
"10741",262,"1","Personal care",1888,2243,84.17,"girls"
"10742",262,"1","Religion and volunteering",1,2243,0.04,"girls"
"10743",262,"1","Social leisure",7,2243,0.31,"girls"
"10744",262,"1","TV/radio",1,2243,0.04,"girls"
"10745",262,"2","Cultural leisure",7,2243,0.31,"girls"
"10746",262,"2","Domestic work",2,2243,0.09,"girls"
"10747",262,"2","Eat drink",8,2243,0.36,"girls"
"10748",262,"2","Miscellaneous",391,2243,17.43,"girls"
"10749",262,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10750",262,"2","Paid work",1,2243,0.04,"girls"
"10751",262,"2","Personal care",1807,2243,80.56,"girls"
"10752",262,"2","Religion and volunteering",1,2243,0.04,"girls"
"10753",262,"2","Social leisure",11,2243,0.49,"girls"
"10754",262,"2","Sport exercise",1,2243,0.04,"girls"
"10755",262,"2","TV/radio",6,2243,0.27,"girls"
"10756",262,"3","Cultural leisure",2,2243,0.09,"girls"
"10757",262,"3","Domestic work",2,2243,0.09,"girls"
"10758",262,"3","Eat drink",12,2243,0.53,"girls"
"10759",262,"3","Miscellaneous",459,2243,20.46,"girls"
"10760",262,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10761",262,"3","Paid work",2,2243,0.09,"girls"
"10762",262,"3","Personal care",1732,2243,77.22,"girls"
"10763",262,"3","Social leisure",19,2243,0.85,"girls"
"10764",262,"3","Sport exercise",2,2243,0.09,"girls"
"10765",262,"3","TV/radio",5,2243,0.22,"girls"
"10766",262,"4","Cultural leisure",3,2243,0.13,"girls"
"10767",262,"4","Domestic work",2,2243,0.09,"girls"
"10768",262,"4","Eat drink",8,2243,0.36,"girls"
"10769",262,"4","Miscellaneous",398,2243,17.74,"girls"
"10770",262,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10771",262,"4","Paid work",2,2243,0.09,"girls"
"10772",262,"4","Personal care",1815,2243,80.92,"girls"
"10773",262,"4","Religion and volunteering",1,2243,0.04,"girls"
"10774",262,"4","School / Study",1,2243,0.04,"girls"
"10775",262,"4","Social leisure",2,2243,0.09,"girls"
"10776",262,"4","TV/radio",7,2243,0.31,"girls"
"10777",263,"1","Cultural leisure",1,2243,0.04,"girls"
"10778",263,"1","Domestic work",4,2243,0.18,"girls"
"10779",263,"1","Eat drink",3,2243,0.13,"girls"
"10780",263,"1","Miscellaneous",333,2243,14.85,"girls"
"10781",263,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10782",263,"1","Paid work",2,2243,0.09,"girls"
"10783",263,"1","Personal care",1888,2243,84.17,"girls"
"10784",263,"1","Religion and volunteering",1,2243,0.04,"girls"
"10785",263,"1","Social leisure",7,2243,0.31,"girls"
"10786",263,"1","TV/radio",1,2243,0.04,"girls"
"10787",263,"2","Cultural leisure",7,2243,0.31,"girls"
"10788",263,"2","Domestic work",2,2243,0.09,"girls"
"10789",263,"2","Eat drink",8,2243,0.36,"girls"
"10790",263,"2","Miscellaneous",391,2243,17.43,"girls"
"10791",263,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10792",263,"2","Paid work",1,2243,0.04,"girls"
"10793",263,"2","Personal care",1807,2243,80.56,"girls"
"10794",263,"2","Religion and volunteering",1,2243,0.04,"girls"
"10795",263,"2","Social leisure",11,2243,0.49,"girls"
"10796",263,"2","Sport exercise",1,2243,0.04,"girls"
"10797",263,"2","TV/radio",6,2243,0.27,"girls"
"10798",263,"3","Cultural leisure",2,2243,0.09,"girls"
"10799",263,"3","Domestic work",2,2243,0.09,"girls"
"10800",263,"3","Eat drink",12,2243,0.53,"girls"
"10801",263,"3","Miscellaneous",459,2243,20.46,"girls"
"10802",263,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10803",263,"3","Paid work",2,2243,0.09,"girls"
"10804",263,"3","Personal care",1732,2243,77.22,"girls"
"10805",263,"3","Social leisure",19,2243,0.85,"girls"
"10806",263,"3","Sport exercise",2,2243,0.09,"girls"
"10807",263,"3","TV/radio",5,2243,0.22,"girls"
"10808",263,"4","Cultural leisure",3,2243,0.13,"girls"
"10809",263,"4","Domestic work",2,2243,0.09,"girls"
"10810",263,"4","Eat drink",8,2243,0.36,"girls"
"10811",263,"4","Miscellaneous",398,2243,17.74,"girls"
"10812",263,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10813",263,"4","Paid work",2,2243,0.09,"girls"
"10814",263,"4","Personal care",1815,2243,80.92,"girls"
"10815",263,"4","Religion and volunteering",1,2243,0.04,"girls"
"10816",263,"4","School / Study",1,2243,0.04,"girls"
"10817",263,"4","Social leisure",2,2243,0.09,"girls"
"10818",263,"4","TV/radio",7,2243,0.31,"girls"
"10819",264,"1","Cultural leisure",1,2243,0.04,"girls"
"10820",264,"1","Domestic work",4,2243,0.18,"girls"
"10821",264,"1","Eat drink",3,2243,0.13,"girls"
"10822",264,"1","Miscellaneous",333,2243,14.85,"girls"
"10823",264,"1","Nonsocial leisure",3,2243,0.13,"girls"
"10824",264,"1","Paid work",2,2243,0.09,"girls"
"10825",264,"1","Personal care",1888,2243,84.17,"girls"
"10826",264,"1","Religion and volunteering",1,2243,0.04,"girls"
"10827",264,"1","Social leisure",7,2243,0.31,"girls"
"10828",264,"1","TV/radio",1,2243,0.04,"girls"
"10829",264,"2","Cultural leisure",7,2243,0.31,"girls"
"10830",264,"2","Domestic work",2,2243,0.09,"girls"
"10831",264,"2","Eat drink",8,2243,0.36,"girls"
"10832",264,"2","Miscellaneous",391,2243,17.43,"girls"
"10833",264,"2","Nonsocial leisure",8,2243,0.36,"girls"
"10834",264,"2","Paid work",1,2243,0.04,"girls"
"10835",264,"2","Personal care",1807,2243,80.56,"girls"
"10836",264,"2","Religion and volunteering",1,2243,0.04,"girls"
"10837",264,"2","Social leisure",11,2243,0.49,"girls"
"10838",264,"2","Sport exercise",1,2243,0.04,"girls"
"10839",264,"2","TV/radio",6,2243,0.27,"girls"
"10840",264,"3","Cultural leisure",2,2243,0.09,"girls"
"10841",264,"3","Domestic work",2,2243,0.09,"girls"
"10842",264,"3","Eat drink",12,2243,0.53,"girls"
"10843",264,"3","Miscellaneous",459,2243,20.46,"girls"
"10844",264,"3","Nonsocial leisure",8,2243,0.36,"girls"
"10845",264,"3","Paid work",2,2243,0.09,"girls"
"10846",264,"3","Personal care",1732,2243,77.22,"girls"
"10847",264,"3","Social leisure",19,2243,0.85,"girls"
"10848",264,"3","Sport exercise",2,2243,0.09,"girls"
"10849",264,"3","TV/radio",5,2243,0.22,"girls"
"10850",264,"4","Cultural leisure",3,2243,0.13,"girls"
"10851",264,"4","Domestic work",2,2243,0.09,"girls"
"10852",264,"4","Eat drink",8,2243,0.36,"girls"
"10853",264,"4","Miscellaneous",398,2243,17.74,"girls"
"10854",264,"4","Nonsocial leisure",4,2243,0.18,"girls"
"10855",264,"4","Paid work",2,2243,0.09,"girls"
"10856",264,"4","Personal care",1815,2243,80.92,"girls"
"10857",264,"4","Religion and volunteering",1,2243,0.04,"girls"
