"","Time","diaryday","av","n","tot","SharePerHour","SEX"
"14373",349,"3","Sport exercise",3,1790,0.17,"boys"
"14374",349,"3","TV/radio",11,1790,0.61,"boys"
"14375",349,"4","Cultural leisure",6,1790,0.34,"boys"
"14376",349,"4","Domestic work",1,1790,0.06,"boys"
"14377",349,"4","Eat drink",10,1790,0.56,"boys"
"14378",349,"4","Miscellaneous",295,1790,16.48,"boys"
"14379",349,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14380",349,"4","Paid work",22,1790,1.23,"boys"
"14381",349,"4","Personal care",1442,1790,80.56,"boys"
"14382",349,"4","Religion and volunteering",3,1790,0.17,"boys"
"14383",349,"4","Social leisure",3,1790,0.17,"boys"
"14384",349,"4","Sport exercise",1,1790,0.06,"boys"
"14385",349,"4","TV/radio",4,1790,0.22,"boys"
"14386",350,"1","Cultural leisure",1,1790,0.06,"boys"
"14387",350,"1","Domestic work",3,1790,0.17,"boys"
"14388",350,"1","Eat drink",7,1790,0.39,"boys"
"14389",350,"1","Miscellaneous",202,1790,11.28,"boys"
"14390",350,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14391",350,"1","Paid work",22,1790,1.23,"boys"
"14392",350,"1","Personal care",1542,1790,86.15,"boys"
"14393",350,"1","Religion and volunteering",1,1790,0.06,"boys"
"14394",350,"1","Social leisure",2,1790,0.11,"boys"
"14395",350,"1","TV/radio",6,1790,0.34,"boys"
"14396",350,"2","Cultural leisure",3,1790,0.17,"boys"
"14397",350,"2","Domestic work",2,1790,0.11,"boys"
"14398",350,"2","Eat drink",11,1790,0.61,"boys"
"14399",350,"2","Miscellaneous",277,1790,15.47,"boys"
"14400",350,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14401",350,"2","Paid work",20,1790,1.12,"boys"
"14402",350,"2","Personal care",1442,1790,80.56,"boys"
"14403",350,"2","Religion and volunteering",2,1790,0.11,"boys"
"14404",350,"2","Social leisure",10,1790,0.56,"boys"
"14405",350,"2","Sport exercise",3,1790,0.17,"boys"
"14406",350,"2","TV/radio",12,1790,0.67,"boys"
"14407",350,"3","Cultural leisure",1,1790,0.06,"boys"
"14408",350,"3","Domestic work",1,1790,0.06,"boys"
"14409",350,"3","Eat drink",10,1790,0.56,"boys"
"14410",350,"3","Miscellaneous",307,1790,17.15,"boys"
"14411",350,"3","Nonsocial leisure",5,1790,0.28,"boys"
"14412",350,"3","Paid work",4,1790,0.22,"boys"
"14413",350,"3","Personal care",1442,1790,80.56,"boys"
"14414",350,"3","Religion and volunteering",1,1790,0.06,"boys"
"14415",350,"3","Social leisure",5,1790,0.28,"boys"
"14416",350,"3","Sport exercise",3,1790,0.17,"boys"
"14417",350,"3","TV/radio",11,1790,0.61,"boys"
"14418",350,"4","Cultural leisure",6,1790,0.34,"boys"
"14419",350,"4","Domestic work",1,1790,0.06,"boys"
"14420",350,"4","Eat drink",10,1790,0.56,"boys"
"14421",350,"4","Miscellaneous",295,1790,16.48,"boys"
"14422",350,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14423",350,"4","Paid work",22,1790,1.23,"boys"
"14424",350,"4","Personal care",1442,1790,80.56,"boys"
"14425",350,"4","Religion and volunteering",3,1790,0.17,"boys"
"14426",350,"4","Social leisure",3,1790,0.17,"boys"
"14427",350,"4","Sport exercise",1,1790,0.06,"boys"
"14428",350,"4","TV/radio",4,1790,0.22,"boys"
"14429",351,"1","Cultural leisure",1,1790,0.06,"boys"
"14430",351,"1","Domestic work",4,1790,0.22,"boys"
"14431",351,"1","Eat drink",7,1790,0.39,"boys"
"14432",351,"1","Miscellaneous",201,1790,11.23,"boys"
"14433",351,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14434",351,"1","Paid work",24,1790,1.34,"boys"
"14435",351,"1","Personal care",1540,1790,86.03,"boys"
"14436",351,"1","Religion and volunteering",1,1790,0.06,"boys"
"14437",351,"1","Social leisure",2,1790,0.11,"boys"
"14438",351,"1","TV/radio",6,1790,0.34,"boys"
"14439",351,"2","Cultural leisure",3,1790,0.17,"boys"
"14440",351,"2","Domestic work",2,1790,0.11,"boys"
"14441",351,"2","Eat drink",11,1790,0.61,"boys"
"14442",351,"2","Miscellaneous",277,1790,15.47,"boys"
"14443",351,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14444",351,"2","Paid work",20,1790,1.12,"boys"
"14445",351,"2","Personal care",1442,1790,80.56,"boys"
"14446",351,"2","Religion and volunteering",2,1790,0.11,"boys"
"14447",351,"2","Social leisure",10,1790,0.56,"boys"
"14448",351,"2","Sport exercise",3,1790,0.17,"boys"
"14449",351,"2","TV/radio",12,1790,0.67,"boys"
"14450",351,"3","Cultural leisure",1,1790,0.06,"boys"
"14451",351,"3","Domestic work",1,1790,0.06,"boys"
"14452",351,"3","Eat drink",10,1790,0.56,"boys"
"14453",351,"3","Miscellaneous",307,1790,17.15,"boys"
"14454",351,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14455",351,"3","Paid work",4,1790,0.22,"boys"
"14456",351,"3","Personal care",1441,1790,80.5,"boys"
"14457",351,"3","Religion and volunteering",1,1790,0.06,"boys"
"14458",351,"3","Social leisure",5,1790,0.28,"boys"
"14459",351,"3","Sport exercise",3,1790,0.17,"boys"
"14460",351,"3","TV/radio",11,1790,0.61,"boys"
"14461",351,"4","Cultural leisure",6,1790,0.34,"boys"
"14462",351,"4","Domestic work",1,1790,0.06,"boys"
"14463",351,"4","Eat drink",12,1790,0.67,"boys"
"14464",351,"4","Miscellaneous",295,1790,16.48,"boys"
"14465",351,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14466",351,"4","Paid work",22,1790,1.23,"boys"
"14467",351,"4","Personal care",1440,1790,80.45,"boys"
"14468",351,"4","Religion and volunteering",3,1790,0.17,"boys"
"14469",351,"4","Social leisure",3,1790,0.17,"boys"
"14470",351,"4","Sport exercise",1,1790,0.06,"boys"
"14471",351,"4","TV/radio",4,1790,0.22,"boys"
"14472",352,"1","Cultural leisure",1,1790,0.06,"boys"
"14473",352,"1","Domestic work",4,1790,0.22,"boys"
"14474",352,"1","Eat drink",7,1790,0.39,"boys"
"14475",352,"1","Miscellaneous",201,1790,11.23,"boys"
"14476",352,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14477",352,"1","Paid work",24,1790,1.34,"boys"
"14478",352,"1","Personal care",1540,1790,86.03,"boys"
"14479",352,"1","Religion and volunteering",1,1790,0.06,"boys"
"14480",352,"1","Social leisure",2,1790,0.11,"boys"
"14481",352,"1","TV/radio",6,1790,0.34,"boys"
"14482",352,"2","Cultural leisure",3,1790,0.17,"boys"
"14483",352,"2","Domestic work",2,1790,0.11,"boys"
"14484",352,"2","Eat drink",11,1790,0.61,"boys"
"14485",352,"2","Miscellaneous",277,1790,15.47,"boys"
"14486",352,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14487",352,"2","Paid work",20,1790,1.12,"boys"
"14488",352,"2","Personal care",1442,1790,80.56,"boys"
"14489",352,"2","Religion and volunteering",2,1790,0.11,"boys"
"14490",352,"2","Social leisure",10,1790,0.56,"boys"
"14491",352,"2","Sport exercise",3,1790,0.17,"boys"
"14492",352,"2","TV/radio",12,1790,0.67,"boys"
"14493",352,"3","Cultural leisure",1,1790,0.06,"boys"
"14494",352,"3","Domestic work",1,1790,0.06,"boys"
"14495",352,"3","Eat drink",10,1790,0.56,"boys"
"14496",352,"3","Miscellaneous",307,1790,17.15,"boys"
"14497",352,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14498",352,"3","Paid work",4,1790,0.22,"boys"
"14499",352,"3","Personal care",1441,1790,80.5,"boys"
"14500",352,"3","Religion and volunteering",1,1790,0.06,"boys"
"14501",352,"3","Social leisure",5,1790,0.28,"boys"
"14502",352,"3","Sport exercise",3,1790,0.17,"boys"
"14503",352,"3","TV/radio",11,1790,0.61,"boys"
"14504",352,"4","Cultural leisure",6,1790,0.34,"boys"
"14505",352,"4","Domestic work",1,1790,0.06,"boys"
"14506",352,"4","Eat drink",12,1790,0.67,"boys"
"14507",352,"4","Miscellaneous",295,1790,16.48,"boys"
"14508",352,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14509",352,"4","Paid work",22,1790,1.23,"boys"
"14510",352,"4","Personal care",1440,1790,80.45,"boys"
"14511",352,"4","Religion and volunteering",3,1790,0.17,"boys"
"14512",352,"4","Social leisure",3,1790,0.17,"boys"
"14513",352,"4","Sport exercise",1,1790,0.06,"boys"
"14514",352,"4","TV/radio",4,1790,0.22,"boys"
"14515",353,"1","Cultural leisure",1,1790,0.06,"boys"
"14516",353,"1","Domestic work",4,1790,0.22,"boys"
"14517",353,"1","Eat drink",7,1790,0.39,"boys"
"14518",353,"1","Miscellaneous",201,1790,11.23,"boys"
"14519",353,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14520",353,"1","Paid work",24,1790,1.34,"boys"
"14521",353,"1","Personal care",1540,1790,86.03,"boys"
"14522",353,"1","Religion and volunteering",1,1790,0.06,"boys"
"14523",353,"1","Social leisure",2,1790,0.11,"boys"
"14524",353,"1","TV/radio",6,1790,0.34,"boys"
"14525",353,"2","Cultural leisure",3,1790,0.17,"boys"
"14526",353,"2","Domestic work",2,1790,0.11,"boys"
"14527",353,"2","Eat drink",11,1790,0.61,"boys"
"14528",353,"2","Miscellaneous",276,1790,15.42,"boys"
"14529",353,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14530",353,"2","Paid work",20,1790,1.12,"boys"
"14531",353,"2","Personal care",1443,1790,80.61,"boys"
"14532",353,"2","Religion and volunteering",2,1790,0.11,"boys"
"14533",353,"2","Social leisure",10,1790,0.56,"boys"
"14534",353,"2","Sport exercise",3,1790,0.17,"boys"
"14535",353,"2","TV/radio",12,1790,0.67,"boys"
"14536",353,"3","Cultural leisure",1,1790,0.06,"boys"
"14537",353,"3","Domestic work",1,1790,0.06,"boys"
"14538",353,"3","Eat drink",10,1790,0.56,"boys"
"14539",353,"3","Miscellaneous",307,1790,17.15,"boys"
"14540",353,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14541",353,"3","Paid work",4,1790,0.22,"boys"
"14542",353,"3","Personal care",1441,1790,80.5,"boys"
"14543",353,"3","Religion and volunteering",1,1790,0.06,"boys"
"14544",353,"3","Social leisure",5,1790,0.28,"boys"
"14545",353,"3","Sport exercise",3,1790,0.17,"boys"
"14546",353,"3","TV/radio",11,1790,0.61,"boys"
"14547",353,"4","Cultural leisure",6,1790,0.34,"boys"
"14548",353,"4","Domestic work",1,1790,0.06,"boys"
"14549",353,"4","Eat drink",12,1790,0.67,"boys"
"14550",353,"4","Miscellaneous",295,1790,16.48,"boys"
"14551",353,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14552",353,"4","Paid work",22,1790,1.23,"boys"
"14553",353,"4","Personal care",1440,1790,80.45,"boys"
"14554",353,"4","Religion and volunteering",3,1790,0.17,"boys"
"14555",353,"4","Social leisure",3,1790,0.17,"boys"
"14556",353,"4","Sport exercise",1,1790,0.06,"boys"
"14557",353,"4","TV/radio",4,1790,0.22,"boys"
"14558",354,"1","Cultural leisure",1,1790,0.06,"boys"
"14559",354,"1","Domestic work",4,1790,0.22,"boys"
"14560",354,"1","Eat drink",7,1790,0.39,"boys"
"14561",354,"1","Miscellaneous",201,1790,11.23,"boys"
"14562",354,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14563",354,"1","Paid work",24,1790,1.34,"boys"
"14564",354,"1","Personal care",1540,1790,86.03,"boys"
"14565",354,"1","Religion and volunteering",1,1790,0.06,"boys"
"14566",354,"1","Social leisure",2,1790,0.11,"boys"
"14567",354,"1","TV/radio",6,1790,0.34,"boys"
"14568",354,"2","Cultural leisure",3,1790,0.17,"boys"
"14569",354,"2","Domestic work",2,1790,0.11,"boys"
"14570",354,"2","Eat drink",11,1790,0.61,"boys"
"14571",354,"2","Miscellaneous",276,1790,15.42,"boys"
"14572",354,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14573",354,"2","Paid work",20,1790,1.12,"boys"
"14574",354,"2","Personal care",1443,1790,80.61,"boys"
"14575",354,"2","Religion and volunteering",2,1790,0.11,"boys"
"14576",354,"2","Social leisure",10,1790,0.56,"boys"
"14577",354,"2","Sport exercise",3,1790,0.17,"boys"
"14578",354,"2","TV/radio",12,1790,0.67,"boys"
"14579",354,"3","Cultural leisure",1,1790,0.06,"boys"
"14580",354,"3","Domestic work",1,1790,0.06,"boys"
"14581",354,"3","Eat drink",10,1790,0.56,"boys"
"14582",354,"3","Miscellaneous",307,1790,17.15,"boys"
"14583",354,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14584",354,"3","Paid work",4,1790,0.22,"boys"
"14585",354,"3","Personal care",1441,1790,80.5,"boys"
"14586",354,"3","Religion and volunteering",1,1790,0.06,"boys"
"14587",354,"3","Social leisure",5,1790,0.28,"boys"
"14588",354,"3","Sport exercise",3,1790,0.17,"boys"
"14589",354,"3","TV/radio",11,1790,0.61,"boys"
"14590",354,"4","Cultural leisure",6,1790,0.34,"boys"
"14591",354,"4","Domestic work",1,1790,0.06,"boys"
"14592",354,"4","Eat drink",12,1790,0.67,"boys"
"14593",354,"4","Miscellaneous",295,1790,16.48,"boys"
"14594",354,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14595",354,"4","Paid work",22,1790,1.23,"boys"
"14596",354,"4","Personal care",1440,1790,80.45,"boys"
"14597",354,"4","Religion and volunteering",3,1790,0.17,"boys"
"14598",354,"4","Social leisure",3,1790,0.17,"boys"
"14599",354,"4","Sport exercise",1,1790,0.06,"boys"
"14600",354,"4","TV/radio",4,1790,0.22,"boys"
"14601",355,"1","Cultural leisure",1,1790,0.06,"boys"
"14602",355,"1","Domestic work",4,1790,0.22,"boys"
"14603",355,"1","Eat drink",7,1790,0.39,"boys"
"14604",355,"1","Miscellaneous",201,1790,11.23,"boys"
"14605",355,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14606",355,"1","Paid work",24,1790,1.34,"boys"
"14607",355,"1","Personal care",1540,1790,86.03,"boys"
"14608",355,"1","Religion and volunteering",1,1790,0.06,"boys"
"14609",355,"1","Social leisure",2,1790,0.11,"boys"
"14610",355,"1","TV/radio",6,1790,0.34,"boys"
"14611",355,"2","Cultural leisure",3,1790,0.17,"boys"
"14612",355,"2","Domestic work",2,1790,0.11,"boys"
"14613",355,"2","Eat drink",11,1790,0.61,"boys"
"14614",355,"2","Miscellaneous",276,1790,15.42,"boys"
"14615",355,"2","Nonsocial leisure",8,1790,0.45,"boys"
"14616",355,"2","Paid work",20,1790,1.12,"boys"
"14617",355,"2","Personal care",1443,1790,80.61,"boys"
"14618",355,"2","Religion and volunteering",2,1790,0.11,"boys"
"14619",355,"2","Social leisure",10,1790,0.56,"boys"
"14620",355,"2","Sport exercise",3,1790,0.17,"boys"
"14621",355,"2","TV/radio",12,1790,0.67,"boys"
"14622",355,"3","Cultural leisure",1,1790,0.06,"boys"
"14623",355,"3","Domestic work",1,1790,0.06,"boys"
"14624",355,"3","Eat drink",10,1790,0.56,"boys"
"14625",355,"3","Miscellaneous",307,1790,17.15,"boys"
"14626",355,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14627",355,"3","Paid work",4,1790,0.22,"boys"
"14628",355,"3","Personal care",1441,1790,80.5,"boys"
"14629",355,"3","Religion and volunteering",1,1790,0.06,"boys"
"14630",355,"3","Social leisure",5,1790,0.28,"boys"
"14631",355,"3","Sport exercise",3,1790,0.17,"boys"
"14632",355,"3","TV/radio",11,1790,0.61,"boys"
"14633",355,"4","Cultural leisure",6,1790,0.34,"boys"
"14634",355,"4","Domestic work",1,1790,0.06,"boys"
"14635",355,"4","Eat drink",12,1790,0.67,"boys"
"14636",355,"4","Miscellaneous",295,1790,16.48,"boys"
"14637",355,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14638",355,"4","Paid work",22,1790,1.23,"boys"
"14639",355,"4","Personal care",1440,1790,80.45,"boys"
"14640",355,"4","Religion and volunteering",3,1790,0.17,"boys"
"14641",355,"4","Social leisure",3,1790,0.17,"boys"
"14642",355,"4","Sport exercise",1,1790,0.06,"boys"
"14643",355,"4","TV/radio",4,1790,0.22,"boys"
"14644",356,"1","Cultural leisure",1,1790,0.06,"boys"
"14645",356,"1","Domestic work",4,1790,0.22,"boys"
"14646",356,"1","Eat drink",8,1790,0.45,"boys"
"14647",356,"1","Miscellaneous",200,1790,11.17,"boys"
"14648",356,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14649",356,"1","Paid work",27,1790,1.51,"boys"
"14650",356,"1","Personal care",1537,1790,85.87,"boys"
"14651",356,"1","Religion and volunteering",1,1790,0.06,"boys"
"14652",356,"1","Social leisure",2,1790,0.11,"boys"
"14653",356,"1","TV/radio",6,1790,0.34,"boys"
"14654",356,"2","Cultural leisure",3,1790,0.17,"boys"
"14655",356,"2","Domestic work",3,1790,0.17,"boys"
"14656",356,"2","Eat drink",10,1790,0.56,"boys"
"14657",356,"2","Miscellaneous",275,1790,15.36,"boys"
"14658",356,"2","Nonsocial leisure",7,1790,0.39,"boys"
"14659",356,"2","Paid work",24,1790,1.34,"boys"
"14660",356,"2","Personal care",1441,1790,80.5,"boys"
"14661",356,"2","Religion and volunteering",2,1790,0.11,"boys"
"14662",356,"2","Social leisure",10,1790,0.56,"boys"
"14663",356,"2","Sport exercise",3,1790,0.17,"boys"
"14664",356,"2","TV/radio",12,1790,0.67,"boys"
"14665",356,"3","Cultural leisure",1,1790,0.06,"boys"
"14666",356,"3","Domestic work",2,1790,0.11,"boys"
"14667",356,"3","Eat drink",10,1790,0.56,"boys"
"14668",356,"3","Miscellaneous",307,1790,17.15,"boys"
"14669",356,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14670",356,"3","Paid work",5,1790,0.28,"boys"
"14671",356,"3","Personal care",1439,1790,80.39,"boys"
"14672",356,"3","Religion and volunteering",1,1790,0.06,"boys"
"14673",356,"3","Social leisure",5,1790,0.28,"boys"
"14674",356,"3","Sport exercise",3,1790,0.17,"boys"
"14675",356,"3","TV/radio",11,1790,0.61,"boys"
"14676",356,"4","Cultural leisure",6,1790,0.34,"boys"
"14677",356,"4","Domestic work",1,1790,0.06,"boys"
"14678",356,"4","Eat drink",12,1790,0.67,"boys"
"14679",356,"4","Miscellaneous",292,1790,16.31,"boys"
"14680",356,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14681",356,"4","Paid work",25,1790,1.4,"boys"
"14682",356,"4","Personal care",1439,1790,80.39,"boys"
"14683",356,"4","Religion and volunteering",3,1790,0.17,"boys"
"14684",356,"4","Social leisure",3,1790,0.17,"boys"
"14685",356,"4","Sport exercise",1,1790,0.06,"boys"
"14686",356,"4","TV/radio",5,1790,0.28,"boys"
"14687",357,"1","Cultural leisure",1,1790,0.06,"boys"
"14688",357,"1","Domestic work",5,1790,0.28,"boys"
"14689",357,"1","Eat drink",8,1790,0.45,"boys"
"14690",357,"1","Miscellaneous",200,1790,11.17,"boys"
"14691",357,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14692",357,"1","Paid work",27,1790,1.51,"boys"
"14693",357,"1","Personal care",1536,1790,85.81,"boys"
"14694",357,"1","Religion and volunteering",1,1790,0.06,"boys"
"14695",357,"1","Social leisure",2,1790,0.11,"boys"
"14696",357,"1","TV/radio",6,1790,0.34,"boys"
"14697",357,"2","Cultural leisure",3,1790,0.17,"boys"
"14698",357,"2","Domestic work",3,1790,0.17,"boys"
"14699",357,"2","Eat drink",10,1790,0.56,"boys"
"14700",357,"2","Miscellaneous",275,1790,15.36,"boys"
"14701",357,"2","Nonsocial leisure",7,1790,0.39,"boys"
"14702",357,"2","Paid work",24,1790,1.34,"boys"
"14703",357,"2","Personal care",1441,1790,80.5,"boys"
"14704",357,"2","Religion and volunteering",2,1790,0.11,"boys"
"14705",357,"2","Social leisure",10,1790,0.56,"boys"
"14706",357,"2","Sport exercise",3,1790,0.17,"boys"
"14707",357,"2","TV/radio",12,1790,0.67,"boys"
"14708",357,"3","Cultural leisure",1,1790,0.06,"boys"
"14709",357,"3","Domestic work",2,1790,0.11,"boys"
"14710",357,"3","Eat drink",10,1790,0.56,"boys"
"14711",357,"3","Miscellaneous",307,1790,17.15,"boys"
"14712",357,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14713",357,"3","Paid work",5,1790,0.28,"boys"
"14714",357,"3","Personal care",1439,1790,80.39,"boys"
"14715",357,"3","Religion and volunteering",1,1790,0.06,"boys"
"14716",357,"3","Social leisure",5,1790,0.28,"boys"
"14717",357,"3","Sport exercise",3,1790,0.17,"boys"
"14718",357,"3","TV/radio",11,1790,0.61,"boys"
"14719",357,"4","Cultural leisure",6,1790,0.34,"boys"
"14720",357,"4","Domestic work",1,1790,0.06,"boys"
"14721",357,"4","Eat drink",12,1790,0.67,"boys"
"14722",357,"4","Miscellaneous",292,1790,16.31,"boys"
"14723",357,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14724",357,"4","Paid work",25,1790,1.4,"boys"
"14725",357,"4","Personal care",1439,1790,80.39,"boys"
"14726",357,"4","Religion and volunteering",3,1790,0.17,"boys"
"14727",357,"4","Social leisure",3,1790,0.17,"boys"
"14728",357,"4","Sport exercise",1,1790,0.06,"boys"
"14729",357,"4","TV/radio",5,1790,0.28,"boys"
"14730",358,"1","Cultural leisure",1,1790,0.06,"boys"
"14731",358,"1","Domestic work",5,1790,0.28,"boys"
"14732",358,"1","Eat drink",8,1790,0.45,"boys"
"14733",358,"1","Miscellaneous",200,1790,11.17,"boys"
"14734",358,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14735",358,"1","Paid work",27,1790,1.51,"boys"
"14736",358,"1","Personal care",1536,1790,85.81,"boys"
"14737",358,"1","Religion and volunteering",1,1790,0.06,"boys"
"14738",358,"1","Social leisure",2,1790,0.11,"boys"
"14739",358,"1","TV/radio",6,1790,0.34,"boys"
"14740",358,"2","Cultural leisure",3,1790,0.17,"boys"
"14741",358,"2","Domestic work",3,1790,0.17,"boys"
"14742",358,"2","Eat drink",10,1790,0.56,"boys"
"14743",358,"2","Miscellaneous",275,1790,15.36,"boys"
"14744",358,"2","Nonsocial leisure",7,1790,0.39,"boys"
"14745",358,"2","Paid work",24,1790,1.34,"boys"
"14746",358,"2","Personal care",1441,1790,80.5,"boys"
"14747",358,"2","Religion and volunteering",2,1790,0.11,"boys"
"14748",358,"2","Social leisure",10,1790,0.56,"boys"
"14749",358,"2","Sport exercise",3,1790,0.17,"boys"
"14750",358,"2","TV/radio",12,1790,0.67,"boys"
"14751",358,"3","Cultural leisure",1,1790,0.06,"boys"
"14752",358,"3","Domestic work",2,1790,0.11,"boys"
"14753",358,"3","Eat drink",10,1790,0.56,"boys"
"14754",358,"3","Miscellaneous",307,1790,17.15,"boys"
"14755",358,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14756",358,"3","Paid work",5,1790,0.28,"boys"
"14757",358,"3","Personal care",1439,1790,80.39,"boys"
"14758",358,"3","Religion and volunteering",1,1790,0.06,"boys"
"14759",358,"3","Social leisure",5,1790,0.28,"boys"
"14760",358,"3","Sport exercise",3,1790,0.17,"boys"
"14761",358,"3","TV/radio",11,1790,0.61,"boys"
"14762",358,"4","Cultural leisure",6,1790,0.34,"boys"
"14763",358,"4","Domestic work",1,1790,0.06,"boys"
"14764",358,"4","Eat drink",12,1790,0.67,"boys"
"14765",358,"4","Miscellaneous",292,1790,16.31,"boys"
"14766",358,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14767",358,"4","Paid work",25,1790,1.4,"boys"
"14768",358,"4","Personal care",1439,1790,80.39,"boys"
"14769",358,"4","Religion and volunteering",3,1790,0.17,"boys"
"14770",358,"4","Social leisure",3,1790,0.17,"boys"
"14771",358,"4","Sport exercise",1,1790,0.06,"boys"
"14772",358,"4","TV/radio",5,1790,0.28,"boys"
"14773",359,"1","Cultural leisure",1,1790,0.06,"boys"
"14774",359,"1","Domestic work",5,1790,0.28,"boys"
"14775",359,"1","Eat drink",8,1790,0.45,"boys"
"14776",359,"1","Miscellaneous",200,1790,11.17,"boys"
"14777",359,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14778",359,"1","Paid work",27,1790,1.51,"boys"
"14779",359,"1","Personal care",1536,1790,85.81,"boys"
"14780",359,"1","Religion and volunteering",1,1790,0.06,"boys"
"14781",359,"1","Social leisure",2,1790,0.11,"boys"
"14782",359,"1","TV/radio",6,1790,0.34,"boys"
"14783",359,"2","Cultural leisure",3,1790,0.17,"boys"
"14784",359,"2","Domestic work",3,1790,0.17,"boys"
"14785",359,"2","Eat drink",10,1790,0.56,"boys"
"14786",359,"2","Miscellaneous",275,1790,15.36,"boys"
"14787",359,"2","Nonsocial leisure",7,1790,0.39,"boys"
"14788",359,"2","Paid work",24,1790,1.34,"boys"
"14789",359,"2","Personal care",1441,1790,80.5,"boys"
"14790",359,"2","Religion and volunteering",2,1790,0.11,"boys"
"14791",359,"2","Social leisure",10,1790,0.56,"boys"
"14792",359,"2","Sport exercise",3,1790,0.17,"boys"
"14793",359,"2","TV/radio",12,1790,0.67,"boys"
"14794",359,"3","Cultural leisure",1,1790,0.06,"boys"
"14795",359,"3","Domestic work",2,1790,0.11,"boys"
"14796",359,"3","Eat drink",10,1790,0.56,"boys"
"14797",359,"3","Miscellaneous",307,1790,17.15,"boys"
"14798",359,"3","Nonsocial leisure",6,1790,0.34,"boys"
"14799",359,"3","Paid work",5,1790,0.28,"boys"
"14800",359,"3","Personal care",1439,1790,80.39,"boys"
"14801",359,"3","Religion and volunteering",1,1790,0.06,"boys"
"14802",359,"3","Social leisure",5,1790,0.28,"boys"
"14803",359,"3","Sport exercise",3,1790,0.17,"boys"
"14804",359,"3","TV/radio",11,1790,0.61,"boys"
"14805",359,"4","Cultural leisure",6,1790,0.34,"boys"
"14806",359,"4","Domestic work",1,1790,0.06,"boys"
"14807",359,"4","Eat drink",12,1790,0.67,"boys"
"14808",359,"4","Miscellaneous",292,1790,16.31,"boys"
"14809",359,"4","Nonsocial leisure",3,1790,0.17,"boys"
"14810",359,"4","Paid work",25,1790,1.4,"boys"
"14811",359,"4","Personal care",1439,1790,80.39,"boys"
"14812",359,"4","Religion and volunteering",3,1790,0.17,"boys"
"14813",359,"4","Social leisure",3,1790,0.17,"boys"
"14814",359,"4","Sport exercise",1,1790,0.06,"boys"
"14815",359,"4","TV/radio",5,1790,0.28,"boys"
"14816",360,"1","Cultural leisure",1,1790,0.06,"boys"
"14817",360,"1","Domestic work",5,1790,0.28,"boys"
"14818",360,"1","Eat drink",8,1790,0.45,"boys"
"14819",360,"1","Miscellaneous",200,1790,11.17,"boys"
"14820",360,"1","Nonsocial leisure",4,1790,0.22,"boys"
"14821",360,"1","Paid work",27,1790,1.51,"boys"
"14822",360,"1","Personal care",1536,1790,85.81,"boys"
"14823",360,"1","Religion and volunteering",1,1790,0.06,"boys"
"14824",360,"1","Social leisure",2,1790,0.11,"boys"
"14825",360,"1","TV/radio",6,1790,0.34,"boys"
"14826",360,"2","Cultural leisure",3,1790,0.17,"boys"
"14827",360,"2","Domestic work",3,1790,0.17,"boys"
"14828",360,"2","Eat drink",10,1790,0.56,"boys"
"14829",360,"2","Miscellaneous",275,1790,15.36,"boys"
"14830",360,"2","Nonsocial leisure",7,1790,0.39,"boys"
"14831",360,"2","Paid work",24,1790,1.34,"boys"
"14832",360,"2","Personal care",1441,1790,80.5,"boys"
"14833",360,"2","Religion and volunteering",2,1790,0.11,"boys"
"14834",360,"2","Social leisure",10,1790,0.56,"boys"
"14835",360,"2","Sport exercise",3,1790,0.17,"boys"
"14836",360,"2","TV/radio",12,1790,0.67,"boys"
"14837",360,"3","Cultural leisure",1,1790,0.06,"boys"
